epoch,train_err_bp,test_err_bp,train_err_dfa,test_err_dfa,train_acc_bp,test_acc_bp,train_acc_dfa,test_acc_dfa
1,12.055000,11.240000,15.395000,15.410000,0.879450,0.887600,0.846050,0.845900
2,7.778333,8.000000,8.043333,7.960000,0.922217,0.920000,0.919567,0.920400
3,6.256667,6.460000,5.503333,5.910000,0.937433,0.935400,0.944967,0.940900
4,4.811667,5.200000,4.323333,4.910000,0.951883,0.948000,0.956767,0.950900
5,3.743333,4.150000,3.323333,3.940000,0.962567,0.958500,0.966767,0.960600
6,3.016667,3.470000,2.181667,2.960000,0.969833,0.965300,0.978183,0.970400
7,2.823333,3.390000,2.105000,3.040000,0.971767,0.966100,0.978950,0.969600
8,2.260000,2.980000,2.355000,3.280000,0.977400,0.970200,0.976450,0.967200
9,1.886667,2.710000,1.440000,2.480000,0.981133,0.972900,0.985600,0.975200
10,1.806667,2.780000,1.370000,2.810000,0.981933,0.972200,0.986300,0.971900
11,1.435000,2.360000,0.896667,2.120000,0.985650,0.976400,0.991033,0.978800
12,1.435000,2.490000,0.851667,2.260000,0.985650,0.975100,0.991483,0.977400
13,1.071667,2.210000,0.666667,2.140000,0.989283,0.977900,0.993333,0.978600
14,0.926667,2.090000,0.443333,2.020000,0.990733,0.979100,0.995567,0.979800
15,0.825000,2.060000,0.255000,1.870000,0.991750,0.979400,0.997450,0.981300
16,0.585000,1.890000,0.145000,1.840000,0.994150,0.981100,0.998550,0.981600
17,0.513333,1.940000,0.200000,1.980000,0.994867,0.980600,0.998000,0.980200
18,0.491667,1.840000,0.085000,1.810000,0.995083,0.981600,0.999150,0.981900
19,0.333333,1.800000,0.050000,1.670000,0.996667,0.982000,0.999500,0.983300
20,0.283333,1.770000,0.048333,1.800000,0.997167,0.982300,0.999517,0.982000
21,0.253333,1.850000,0.021667,1.780000,0.997467,0.981500,0.999783,0.982200
22,0.200000,1.690000,0.041667,1.720000,0.998000,0.983100,0.999583,0.982800
23,0.143333,1.600000,0.035000,1.760000,0.998567,0.984000,0.999650,0.982400
24,0.135000,1.820000,0.018333,1.680000,0.998650,0.981800,0.999817,0.983200
25,0.091667,1.650000,0.008333,1.610000,0.999083,0.983500,0.999917,0.983900
26,0.071667,1.630000,0.003333,1.730000,0.999283,0.983700,0.999967,0.982700
27,0.063333,1.710000,0.018333,1.780000,0.999367,0.982900,0.999817,0.982200
28,0.051667,1.710000,0.000000,1.700000,0.999483,0.982900,1.000000,0.983000
29,0.061667,1.670000,0.000000,1.680000,0.999383,0.983300,1.000000,0.983200
30,0.035000,1.590000,0.001667,1.710000,0.999650,0.984100,0.999983,0.982900
31,0.030000,1.530000,0.013333,1.860000,0.999700,0.984700,0.999867,0.981400
32,0.021667,1.670000,0.000000,1.570000,0.999783,0.983300,1.000000,0.984300
33,0.020000,1.700000,0.000000,1.680000,0.999800,0.983000,1.000000,0.983200
34,0.010000,1.640000,0.000000,1.660000,0.999900,0.983600,1.000000,0.983400
35,0.008333,1.580000,0.000000,1.600000,0.999917,0.984200,1.000000,0.984000
36,0.005000,1.640000,0.000000,1.650000,0.999950,0.983600,1.000000,0.983500
37,0.013333,1.680000,0.000000,1.710000,0.999867,0.983200,1.000000,0.982900
38,0.008333,1.670000,0.000000,1.690000,0.999917,0.983300,1.000000,0.983100
39,0.001667,1.640000,0.000000,1.680000,0.999983,0.983600,1.000000,0.983200
40,0.000000,1.600000,0.021667,1.990000,1.000000,0.984000,0.999783,0.980100
41,0.001667,1.650000,0.000000,1.700000,0.999983,0.983500,1.000000,0.983000
42,0.000000,1.680000,0.000000,1.610000,1.000000,0.983200,1.000000,0.983900
43,0.000000,1.630000,0.000000,1.700000,1.000000,0.983700,1.000000,0.983000
44,0.000000,1.610000,0.000000,1.650000,1.000000,0.983900,1.000000,0.983500
45,0.000000,1.580000,0.000000,1.750000,1.000000,0.984200,1.000000,0.982500
46,0.000000,1.600000,0.000000,1.710000,1.000000,0.984000,1.000000,0.982900
47,0.000000,1.550000,0.000000,1.560000,1.000000,0.984500,1.000000,0.984400
48,0.000000,1.640000,0.000000,1.690000,1.000000,0.983600,1.000000,0.983100
49,0.000000,1.630000,0.000000,1.680000,1.000000,0.983700,1.000000,0.983200
50,0.000000,1.630000,0.000000,1.580000,1.000000,0.983700,1.000000,0.984200
51,0.000000,1.580000,0.000000,1.690000,1.000000,0.984200,1.000000,0.983100
52,0.000000,1.640000,0.000000,1.680000,1.000000,0.983600,1.000000,0.983200
53,0.000000,1.600000,0.000000,1.690000,1.000000,0.984000,1.000000,0.983100
54,0.000000,1.600000,0.000000,1.660000,1.000000,0.984000,1.000000,0.983400
55,0.000000,1.640000,0.000000,1.620000,1.000000,0.983600,1.000000,0.983800
56,0.000000,1.540000,0.000000,1.710000,1.000000,0.984600,1.000000,0.982900
57,0.000000,1.600000,0.000000,1.610000,1.000000,0.984000,1.000000,0.983900
58,0.000000,1.620000,0.000000,1.630000,1.000000,0.983800,1.000000,0.983700
59,0.000000,1.650000,0.000000,1.670000,1.000000,0.983500,1.000000,0.983300
60,0.000000,1.640000,0.000000,1.700000,1.000000,0.983600,1.000000,0.983000
