epoch,train_err_bp,test_err_bp,train_err_dfa,test_err_dfa,train_acc_bp,test_acc_bp,train_acc_dfa,test_acc_dfa
1,89.781667,89.900000,90.250000,90.250000,0.102183,0.101000,0.097500,0.097500
2,88.763333,88.650000,13.033333,12.650000,0.112367,0.113500,0.869667,0.873500
3,90.085000,89.910000,15.066667,15.370000,0.099150,0.100900,0.849333,0.846300
4,90.070000,89.680000,6.888333,7.580000,0.099300,0.103200,0.931117,0.924200
5,90.085000,89.910000,5.271667,5.850000,0.099150,0.100900,0.947283,0.941500
6,90.965000,91.080000,5.060000,5.660000,0.090350,0.089200,0.949400,0.943400
7,90.136667,90.420000,13.180000,14.180000,0.098633,0.095800,0.868200,0.858200
8,90.070000,89.680000,3.655000,4.730000,0.099300,0.103200,0.963450,0.952700
9,90.070000,89.680000,3.690000,4.700000,0.099300,0.103200,0.963100,0.953000
10,90.070000,89.680000,2.510000,4.000000,0.099300,0.103200,0.974900,0.960000
11,90.136667,90.420000,5.510000,6.660000,0.098633,0.095800,0.944900,0.933400
12,88.763333,88.650000,2.631667,3.880000,0.112367,0.113500,0.973683,0.961200
13,90.128333,90.200000,1.261667,2.920000,0.098717,0.098000,0.987383,0.970800
14,90.248333,90.260000,2.018333,3.600000,0.097517,0.097400,0.979817,0.964000
15,89.558333,89.720000,1.366667,3.050000,0.104417,0.102800,0.986333,0.969500
16,90.070000,89.680000,0.881667,2.880000,0.099300,0.103200,0.991183,0.971200
17,90.965000,91.080000,1.040000,3.150000,0.090350,0.089200,0.989600,0.968500
18,88.763333,88.650000,1.528333,3.500000,0.112367,0.113500,0.984717,0.965000
19,90.070000,89.680000,1.111667,3.150000,0.099300,0.103200,0.988883,0.968500
20,90.128333,90.200000,0.625000,2.660000,0.098717,0.098000,0.993750,0.973400
21,89.558333,89.720000,1.006667,2.840000,0.104417,0.102800,0.989933,0.971600
22,89.558333,89.720000,0.556667,2.860000,0.104417,0.102800,0.994433,0.971400
23,90.085000,89.910000,0.421667,2.850000,0.099150,0.100900,0.995783,0.971500
24,90.263333,90.180000,0.480000,2.750000,0.097367,0.098200,0.995200,0.972500
25,89.558333,89.720000,0.418333,2.810000,0.104417,0.102800,0.995817,0.971900
26,88.763333,88.650000,0.895000,3.050000,0.112367,0.113500,0.991050,0.969500
27,90.263333,90.180000,0.821667,3.110000,0.097367,0.098200,0.991783,0.968900
28,89.781667,89.900000,1.265000,3.540000,0.102183,0.101000,0.987350,0.964600
29,90.128333,90.200000,0.656667,2.960000,0.098717,0.098000,0.993433,0.970400
30,90.128333,90.200000,0.466667,2.590000,0.098717,0.098000,0.995333,0.974100
31,90.085000,89.910000,0.385000,2.470000,0.099150,0.100900,0.996150,0.975300
32,90.128333,90.200000,0.308333,2.810000,0.098717,0.098000,0.996917,0.971900
33,90.085000,89.910000,0.460000,2.600000,0.099150,0.100900,0.995400,0.974000
34,90.136667,90.420000,0.346667,2.770000,0.098633,0.095800,0.996533,0.972300
35,88.763333,88.650000,0.341667,2.740000,0.112367,0.113500,0.996583,0.972600
36,90.248333,90.260000,0.298333,2.750000,0.097517,0.097400,0.997017,0.972500
37,90.085000,89.910000,0.833333,3.170000,0.099150,0.100900,0.991667,0.968300
38,89.558333,89.720000,0.311667,2.850000,0.104417,0.102800,0.996883,0.971500
39,90.070000,89.680000,0.283333,2.770000,0.099300,0.103200,0.997167,0.972300
40,90.263333,90.180000,0.731667,3.200000,0.097367,0.098200,0.992683,0.968000
41,89.781667,89.900000,0.256667,2.790000,0.102183,0.101000,0.997433,0.972100
42,90.070000,89.680000,0.615000,3.180000,0.099300,0.103200,0.993850,0.968200
43,90.070000,89.680000,0.125000,2.680000,0.099300,0.103200,0.998750,0.973200
44,88.763333,88.650000,0.290000,2.810000,0.112367,0.113500,0.997100,0.971900
45,90.085000,89.910000,0.596667,3.130000,0.099150,0.100900,0.994033,0.968700
46,90.085000,89.910000,0.236667,2.730000,0.099150,0.100900,0.997633,0.972700
47,90.248333,90.260000,0.166667,2.720000,0.097517,0.097400,0.998333,0.972800
48,88.763333,88.650000,0.158333,2.590000,0.112367,0.113500,0.998417,0.974100
49,90.248333,90.260000,0.153333,2.660000,0.097517,0.097400,0.998467,0.973400
50,90.136667,90.420000,0.190000,2.910000,0.098633,0.095800,0.998100,0.970900
51,90.128333,90.200000,0.215000,2.810000,0.098717,0.098000,0.997850,0.971900
52,88.763333,88.650000,0.166667,2.800000,0.112367,0.113500,0.998333,0.972000
53,88.763333,88.650000,0.123333,2.530000,0.112367,0.113500,0.998767,0.974700
54,90.136667,90.420000,0.193333,2.890000,0.098633,0.095800,0.998067,0.971100
55,90.136667,90.420000,0.206667,2.880000,0.098633,0.095800,0.997933,0.971200
56,89.558333,89.720000,0.365000,3.060000,0.104417,0.102800,0.996350,0.969400
57,90.263333,90.180000,0.193333,2.700000,0.097367,0.098200,0.998067,0.973000
58,90.085000,89.910000,0.151667,2.600000,0.099150,0.100900,0.998483,0.974000
59,88.763333,88.650000,0.338333,2.910000,0.112367,0.113500,0.996617,0.970900
60,90.128333,90.200000,0.378333,2.820000,0.098717,0.098000,0.996217,0.971800
