epoch,train_err_bp,test_err_bp,train_err_dfa,test_err_dfa,train_acc_bp,test_acc_bp,train_acc_dfa,test_acc_dfa
1,11.160000,10.850000,14.111667,13.870000,0.888400,0.891500,0.858883,0.861300
2,4.498333,4.880000,7.846667,7.890000,0.955017,0.951200,0.921533,0.921100
3,3.041667,3.960000,7.203333,8.130000,0.969583,0.960400,0.927967,0.918700
4,5.055000,5.750000,6.496667,7.000000,0.949450,0.942500,0.935033,0.930000
5,1.180000,2.470000,3.643333,4.480000,0.988200,0.975300,0.963567,0.955200
6,1.678333,3.410000,5.491667,5.940000,0.983217,0.965900,0.945083,0.940600
7,0.648333,2.220000,2.176667,3.320000,0.993517,0.977800,0.978233,0.966800
8,1.816667,3.390000,1.840000,3.090000,0.981833,0.966100,0.981600,0.969100
9,0.901667,2.810000,2.560000,3.810000,0.990983,0.971900,0.974400,0.961900
10,0.300000,2.060000,1.693333,3.230000,0.997000,0.979400,0.983067,0.967700
11,0.075000,1.990000,1.176667,2.700000,0.999250,0.980100,0.988233,0.973000
12,0.228333,1.930000,0.903333,2.510000,0.997717,0.980700,0.990967,0.974900
13,0.046667,1.970000,2.130000,3.780000,0.999533,0.980300,0.978700,0.962200
14,0.143333,2.090000,1.078333,2.630000,0.998567,0.979100,0.989217,0.973700
15,0.081667,2.150000,0.681667,2.410000,0.999183,0.978500,0.993183,0.975900
16,0.061667,2.110000,0.691667,2.260000,0.999383,0.978900,0.993083,0.977400
17,0.061667,2.040000,1.596667,3.130000,0.999383,0.979600,0.984033,0.968700
18,0.256667,2.270000,0.296667,1.930000,0.997433,0.977300,0.997033,0.980700
19,0.025000,1.850000,0.266667,2.030000,0.999750,0.981500,0.997333,0.979700
20,0.060000,1.900000,0.425000,2.280000,0.999400,0.981000,0.995750,0.977200
21,0.118333,1.990000,0.780000,2.490000,0.998817,0.980100,0.992200,0.975100
22,0.010000,1.920000,0.575000,2.270000,0.999900,0.980800,0.994250,0.977300
23,0.016667,1.880000,0.225000,2.130000,0.999833,0.981200,0.997750,0.978700
24,0.028333,1.770000,0.430000,2.160000,0.999717,0.982300,0.995700,0.978400
25,0.025000,1.930000,0.226667,2.050000,0.999750,0.980700,0.997733,0.979500
26,0.040000,1.970000,0.293333,2.070000,0.999600,0.980300,0.997067,0.979300
27,0.026667,1.850000,0.286667,2.150000,0.999733,0.981500,0.997133,0.978500
28,0.033333,1.780000,0.301667,2.170000,0.999667,0.982200,0.996983,0.978300
29,0.063333,1.880000,0.041667,1.780000,0.999367,0.981200,0.999583,0.982200
30,0.013333,1.850000,0.076667,1.920000,0.999867,0.981500,0.999233,0.980800
31,0.021667,1.950000,0.145000,2.010000,0.999783,0.980500,0.998550,0.979900
32,0.006667,1.790000,0.116667,2.070000,0.999933,0.982100,0.998833,0.979300
33,0.020000,1.960000,0.306667,2.000000,0.999800,0.980400,0.996933,0.980000
34,0.363333,2.640000,0.190000,2.010000,0.996367,0.973600,0.998100,0.979900
35,0.010000,1.700000,0.040000,2.000000,0.999900,0.983000,0.999600,0.980000
36,0.011667,1.900000,0.165000,2.040000,0.999883,0.981000,0.998350,0.979600
37,0.008333,1.900000,0.036667,1.870000,0.999917,0.981000,0.999633,0.981300
38,0.035000,1.680000,2.108333,3.750000,0.999650,0.983200,0.978917,0.962500
39,0.013333,2.010000,0.708333,2.710000,0.999867,0.979900,0.992917,0.972900
40,0.016667,1.760000,0.878333,2.770000,0.999833,0.982400,0.991217,0.972300
41,0.010000,1.890000,0.058333,1.890000,0.999900,0.981100,0.999417,0.981100
42,0.010000,1.750000,0.055000,1.920000,0.999900,0.982500,0.999450,0.980800
43,0.001667,1.740000,0.026667,1.850000,0.999983,0.982600,0.999733,0.981500
44,0.005000,1.800000,0.256667,2.010000,0.999950,0.982000,0.997433,0.979900
45,0.008333,1.870000,0.095000,1.940000,0.999917,0.981300,0.999050,0.980600
46,0.008333,1.810000,0.025000,1.820000,0.999917,0.981900,0.999750,0.981800
47,0.008333,1.740000,0.013333,1.880000,0.999917,0.982600,0.999867,0.981200
48,0.001667,1.710000,0.211667,2.150000,0.999983,0.982900,0.997883,0.978500
49,0.006667,1.680000,0.033333,1.810000,0.999933,0.983200,0.999667,0.981900
50,0.025000,1.730000,0.061667,2.010000,0.999750,0.982700,0.999383,0.979900
51,0.026667,1.970000,0.393333,2.170000,0.999733,0.980300,0.996067,0.978300
52,0.183333,1.980000,0.045000,1.830000,0.998167,0.980200,0.999550,0.981700
53,0.000000,1.620000,0.020000,1.760000,1.000000,0.983800,0.999800,0.982400
54,0.011667,1.670000,0.035000,1.870000,0.999883,0.983300,0.999650,0.981300
55,0.000000,1.660000,0.041667,1.850000,1.000000,0.983400,0.999583,0.981500
56,0.046667,1.850000,0.028333,1.710000,0.999533,0.981500,0.999717,0.982900
57,0.005000,1.660000,0.028333,1.940000,0.999950,0.983400,0.999717,0.980600
58,0.003333,1.800000,0.071667,2.130000,0.999967,0.982000,0.999283,0.978700
59,0.020000,1.670000,0.065000,1.950000,0.999800,0.983300,0.999350,0.980500
60,0.003333,1.730000,0.026667,1.920000,0.999967,0.982700,0.999733,0.980800
