epoch,train_err_bp,test_err_bp,train_err_dfa,test_err_dfa,train_acc_bp,test_acc_bp,train_acc_dfa,test_acc_dfa
1,20.485000,20.950000,17.160000,16.130000,0.795150,0.790500,0.828400,0.838700
2,11.630000,12.040000,14.683333,14.310000,0.883700,0.879600,0.853167,0.856900
3,8.123333,8.580000,14.905000,15.550000,0.918767,0.914200,0.850950,0.844500
4,6.811667,7.390000,7.703333,8.340000,0.931883,0.926100,0.922967,0.916600
5,3.898333,4.460000,4.076667,4.690000,0.961017,0.955400,0.959233,0.953100
6,3.683333,4.560000,5.946667,6.510000,0.963167,0.954400,0.940533,0.934900
7,7.436667,7.890000,2.360000,3.520000,0.925633,0.921100,0.976400,0.964800
8,3.011667,4.170000,1.883333,3.230000,0.969883,0.958300,0.981167,0.967700
9,2.978333,4.170000,2.560000,3.920000,0.970217,0.958300,0.974400,0.960800
10,1.858333,3.330000,1.550000,2.910000,0.981417,0.966700,0.984500,0.970900
11,1.421667,3.100000,1.571667,3.010000,0.985783,0.969000,0.984283,0.969900
12,1.341667,2.810000,0.890000,2.350000,0.986583,0.971900,0.991100,0.976500
13,1.571667,3.190000,1.990000,3.590000,0.984283,0.968100,0.980100,0.964100
14,1.685000,3.400000,1.380000,3.180000,0.983150,0.966000,0.986200,0.968200
15,1.391667,3.070000,0.943333,2.600000,0.986083,0.969300,0.990567,0.974000
16,0.905000,2.400000,1.826667,3.550000,0.990950,0.976000,0.981733,0.964500
17,0.933333,2.560000,2.685000,4.230000,0.990667,0.974400,0.973150,0.957700
18,1.236667,3.160000,0.386667,2.290000,0.987633,0.968400,0.996133,0.977100
19,0.628333,2.310000,0.501667,2.300000,0.993717,0.976900,0.994983,0.977000
20,0.691667,2.500000,0.298333,2.360000,0.993083,0.975000,0.997017,0.976400
21,0.548333,2.260000,1.050000,3.140000,0.994517,0.977400,0.989500,0.968600
22,0.605000,2.580000,0.411667,2.380000,0.993950,0.974200,0.995883,0.976200
23,0.676667,2.510000,0.436667,2.280000,0.993233,0.974900,0.995633,0.977200
24,0.331667,2.220000,0.138333,2.080000,0.996683,0.977800,0.998617,0.979200
25,0.430000,2.310000,0.288333,2.260000,0.995700,0.976900,0.997117,0.977400
26,0.938333,2.910000,0.356667,2.230000,0.990617,0.970900,0.996433,0.977700
27,0.275000,2.340000,0.238333,2.080000,0.997250,0.976600,0.997617,0.979200
28,0.310000,2.250000,0.366667,2.240000,0.996900,0.977500,0.996333,0.977600
29,0.951667,2.920000,0.191667,2.270000,0.990483,0.970800,0.998083,0.977300
30,1.955000,3.710000,0.385000,2.460000,0.980450,0.962900,0.996150,0.975400
31,0.265000,2.140000,0.201667,2.210000,0.997350,0.978600,0.997983,0.977900
32,2.833333,4.450000,0.206667,2.330000,0.971667,0.955500,0.997933,0.976700
33,0.266667,2.200000,0.276667,2.240000,0.997333,0.978000,0.997233,0.977600
34,0.400000,2.420000,0.121667,2.080000,0.996000,0.975800,0.998783,0.979200
35,0.186667,2.220000,0.411667,2.400000,0.998133,0.977800,0.995883,0.976000
36,0.218333,2.140000,0.068333,1.930000,0.997817,0.978600,0.999317,0.980700
37,0.231667,2.330000,0.428333,2.420000,0.997683,0.976700,0.995717,0.975800
38,0.403333,2.120000,0.371667,2.540000,0.995967,0.978800,0.996283,0.974600
39,0.143333,2.030000,0.093333,2.130000,0.998567,0.979700,0.999067,0.978700
40,0.208333,2.140000,0.398333,2.230000,0.997917,0.978600,0.996017,0.977700
41,0.140000,2.170000,0.163333,2.130000,0.998600,0.978300,0.998367,0.978700
42,0.235000,2.190000,0.075000,2.130000,0.997650,0.978100,0.999250,0.978700
43,0.256667,2.300000,0.086667,2.140000,0.997433,0.977000,0.999133,0.978600
44,0.270000,2.250000,0.065000,2.130000,0.997300,0.977500,0.999350,0.978700
45,0.123333,2.110000,0.096667,2.140000,0.998767,0.978900,0.999033,0.978600
46,0.146667,2.070000,0.231667,2.390000,0.998533,0.979300,0.997683,0.976100
47,0.068333,1.900000,0.663333,2.600000,0.999317,0.981000,0.993367,0.974000
48,0.756667,2.680000,0.328333,2.510000,0.992433,0.973200,0.996717,0.974900
49,0.203333,2.230000,0.051667,2.070000,0.997967,0.977700,0.999483,0.979300
50,0.093333,2.120000,0.408333,2.590000,0.999067,0.978800,0.995917,0.974100
51,0.101667,2.040000,0.108333,2.240000,0.998983,0.979600,0.998917,0.977600
52,0.173333,2.120000,0.265000,2.360000,0.998267,0.978800,0.997350,0.976400
53,0.113333,2.070000,0.066667,2.140000,0.998867,0.979300,0.999333,0.978600
54,0.120000,1.940000,0.126667,2.130000,0.998800,0.980600,0.998733,0.978700
55,0.148333,2.120000,0.085000,2.140000,0.998517,0.978800,0.999150,0.978600
56,0.091667,1.920000,0.125000,2.290000,0.999083,0.980800,0.998750,0.977100
57,0.111667,2.120000,0.076667,2.070000,0.998883,0.978800,0.999233,0.979300
58,0.128333,2.180000,0.085000,2.130000,0.998717,0.978200,0.999150,0.978700
59,0.075000,1.890000,0.086667,2.200000,0.999250,0.981100,0.999133,0.978000
60,0.045000,1.870000,0.103333,2.210000,0.999550,0.981300,0.998967,0.977900
