epoch,train_err_bp,test_err_bp,train_err_dfa,test_err_dfa,train_acc_bp,test_acc_bp,train_acc_dfa,test_acc_dfa
1,16.310000,15.830000,16.406667,15.830000,0.836900,0.841700,0.835933,0.841700
2,6.108333,6.300000,8.440000,8.510000,0.938917,0.937000,0.915600,0.914900
3,4.620000,5.190000,6.985000,7.340000,0.953800,0.948100,0.930150,0.926600
4,4.093333,4.840000,5.615000,6.190000,0.959067,0.951600,0.943850,0.938100
5,2.390000,3.270000,7.413333,7.900000,0.976100,0.967300,0.925867,0.921000
6,1.566667,2.620000,2.418333,3.300000,0.984333,0.973800,0.975817,0.967000
7,1.378333,2.600000,3.800000,4.440000,0.986217,0.974000,0.962000,0.955600
8,0.895000,2.270000,8.211667,9.080000,0.991050,0.977300,0.917883,0.909200
9,0.580000,2.140000,1.935000,3.120000,0.994200,0.978600,0.980650,0.968800
10,0.516667,2.110000,2.326667,3.730000,0.994833,0.978900,0.976733,0.962700
11,0.245000,1.850000,1.818333,3.010000,0.997550,0.981500,0.981817,0.969900
12,0.260000,2.040000,6.080000,7.020000,0.997400,0.979600,0.939200,0.929800
13,0.088333,1.900000,0.985000,2.570000,0.999117,0.981000,0.990150,0.974300
14,0.165000,1.870000,1.316667,2.780000,0.998350,0.981300,0.986833,0.972200
15,0.045000,1.700000,0.253333,1.740000,0.999550,0.983000,0.997467,0.982600
16,0.010000,1.700000,0.311667,1.900000,0.999900,0.983000,0.996883,0.981000
17,0.008333,1.830000,0.193333,1.730000,0.999917,0.981700,0.998067,0.982700
18,0.031667,1.620000,0.100000,1.780000,0.999683,0.983800,0.999000,0.982200
19,0.003333,1.790000,0.085000,1.720000,0.999967,0.982100,0.999150,0.982800
20,0.016667,1.740000,0.056667,1.880000,0.999833,0.982600,0.999433,0.981200
21,0.035000,1.720000,0.248333,1.920000,0.999650,0.982800,0.997517,0.980800
22,0.005000,1.710000,0.076667,1.720000,0.999950,0.982900,0.999233,0.982800
23,0.001667,1.650000,0.058333,1.750000,0.999983,0.983500,0.999417,0.982500
24,0.286667,2.040000,0.423333,2.080000,0.997133,0.979600,0.995767,0.979200
25,0.000000,1.640000,0.026667,1.690000,1.000000,0.983600,0.999733,0.983100
26,0.000000,1.660000,0.140000,2.160000,1.000000,0.983400,0.998600,0.978400
27,0.000000,1.500000,0.270000,2.070000,1.000000,0.985000,0.997300,0.979300
28,0.005000,1.600000,0.768333,2.490000,0.999950,0.984000,0.992317,0.975100
29,0.000000,1.600000,0.098333,1.870000,1.000000,0.984000,0.999017,0.981300
30,0.000000,1.590000,0.018333,1.750000,1.000000,0.984100,0.999817,0.982500
31,0.000000,1.470000,0.016667,1.610000,1.000000,0.985300,0.999833,0.983900
32,0.000000,1.560000,0.003333,1.540000,1.000000,0.984400,0.999967,0.984600
33,0.001667,1.580000,0.015000,1.710000,0.999983,0.984200,0.999850,0.982900
34,0.000000,1.630000,0.010000,1.750000,1.000000,0.983700,0.999900,0.982500
35,0.000000,1.550000,0.070000,1.780000,1.000000,0.984500,0.999300,0.982200
36,0.000000,1.570000,0.031667,1.840000,1.000000,0.984300,0.999683,0.981600
37,0.000000,1.550000,0.003333,1.870000,1.000000,0.984500,0.999967,0.981300
38,0.001667,1.440000,0.001667,1.590000,0.999983,0.985600,0.999983,0.984100
39,0.000000,1.560000,0.005000,1.710000,1.000000,0.984400,0.999950,0.982900
40,0.000000,1.550000,0.020000,1.900000,1.000000,0.984500,0.999800,0.981000
41,0.003333,1.690000,0.091667,2.030000,0.999967,0.983100,0.999083,0.979700
42,0.000000,1.450000,0.186667,2.170000,1.000000,0.985500,0.998133,0.978300
43,0.000000,1.570000,0.000000,1.700000,1.000000,0.984300,1.000000,0.983000
44,0.000000,1.580000,0.008333,1.740000,1.000000,0.984200,0.999917,0.982600
45,0.000000,1.530000,0.000000,1.840000,1.000000,0.984700,1.000000,0.981600
46,0.015000,1.710000,0.000000,1.740000,0.999850,0.982900,1.000000,0.982600
47,0.000000,1.590000,0.098333,1.840000,1.000000,0.984100,0.999017,0.981600
48,0.000000,1.660000,0.000000,1.630000,1.000000,0.983400,1.000000,0.983700
49,0.000000,1.500000,0.448333,2.200000,1.000000,0.985000,0.995517,0.978000
50,0.000000,1.570000,0.375000,2.480000,1.000000,0.984300,0.996250,0.975200
51,0.000000,1.510000,0.000000,1.730000,1.000000,0.984900,1.000000,0.982700
52,0.000000,1.530000,0.001667,1.670000,1.000000,0.984700,0.999983,0.983300
53,0.000000,1.510000,0.001667,1.740000,1.000000,0.984900,0.999983,0.982600
54,0.000000,1.590000,0.186667,2.090000,1.000000,0.984100,0.998133,0.979100
55,0.000000,1.540000,0.000000,1.640000,1.000000,0.984600,1.000000,0.983600
56,0.001667,1.580000,0.000000,1.670000,0.999983,0.984200,1.000000,0.983300
57,0.000000,1.550000,0.013333,1.710000,1.000000,0.984500,0.999867,0.982900
58,0.000000,1.560000,0.025000,1.690000,1.000000,0.984400,0.999750,0.983100
59,0.000000,1.490000,0.005000,1.820000,1.000000,0.985100,0.999950,0.981800
60,0.000000,1.520000,0.005000,1.670000,1.000000,0.984800,0.999950,0.983300
