epoch,train_err_bp,test_err_bp,train_err_dfa,test_err_dfa,train_acc_bp,test_acc_bp,train_acc_dfa,test_acc_dfa
1,55.490000,54.480000,16.041667,16.130000,0.445100,0.455200,0.839583,0.838700
2,16.181667,16.490000,14.831667,15.380000,0.838183,0.835100,0.851683,0.846200
3,8.230000,8.500000,9.178333,9.160000,0.917700,0.915000,0.908217,0.908400
4,10.898333,11.500000,6.718333,7.550000,0.891017,0.885000,0.932817,0.924500
5,6.236667,6.510000,3.355000,4.240000,0.937633,0.934900,0.966450,0.957600
6,3.581667,4.430000,2.583333,3.730000,0.964183,0.955700,0.974167,0.962700
7,3.965000,5.060000,2.568333,3.650000,0.960350,0.949400,0.974317,0.963500
8,6.488333,7.270000,2.095000,3.430000,0.935117,0.927300,0.979050,0.965700
9,2.961667,4.040000,1.850000,3.290000,0.970383,0.959600,0.981500,0.967100
10,2.048333,3.300000,1.430000,2.880000,0.979517,0.967000,0.985700,0.971200
11,2.018333,3.350000,1.173333,2.850000,0.979817,0.966500,0.988267,0.971500
12,1.656667,3.030000,1.133333,2.870000,0.983433,0.969700,0.988667,0.971300
13,1.231667,2.860000,0.916667,2.430000,0.987683,0.971400,0.990833,0.975700
14,1.063333,2.790000,0.916667,2.600000,0.989367,0.972100,0.990833,0.974000
15,1.413333,3.310000,0.591667,2.320000,0.985867,0.966900,0.994083,0.976800
16,1.871667,3.540000,0.526667,2.230000,0.981283,0.964600,0.994733,0.977700
17,2.220000,4.140000,0.900000,2.570000,0.977800,0.958600,0.991000,0.974300
18,0.738333,2.490000,1.246667,3.270000,0.992617,0.975100,0.987533,0.967300
19,0.561667,2.450000,0.463333,2.300000,0.994383,0.975500,0.995367,0.977000
20,0.561667,2.520000,0.643333,2.360000,0.994383,0.974800,0.993567,0.976400
21,1.170000,3.160000,0.298333,2.300000,0.988300,0.968400,0.997017,0.977000
22,0.558333,2.380000,0.188333,2.320000,0.994417,0.976200,0.998117,0.976800
23,0.468333,2.460000,0.615000,2.800000,0.995317,0.975400,0.993850,0.972000
24,0.331667,2.270000,0.151667,2.050000,0.996683,0.977300,0.998483,0.979500
25,0.486667,2.600000,0.393333,2.530000,0.995133,0.974000,0.996067,0.974700
26,0.433333,2.420000,0.268333,2.220000,0.995667,0.975800,0.997317,0.977800
27,1.366667,3.110000,0.250000,2.370000,0.986333,0.968900,0.997500,0.976300
28,0.400000,2.120000,0.283333,2.270000,0.996000,0.978800,0.997167,0.977300
29,0.743333,2.730000,0.346667,2.410000,0.992567,0.972700,0.996533,0.975900
30,0.400000,2.390000,0.396667,2.480000,0.996000,0.976100,0.996033,0.975200
31,0.293333,2.270000,0.693333,2.740000,0.997067,0.977300,0.993067,0.972600
32,0.355000,2.230000,0.326667,2.460000,0.996450,0.977700,0.996733,0.975400
33,0.400000,2.410000,0.206667,2.280000,0.996000,0.975900,0.997933,0.977200
34,0.261667,2.270000,0.178333,2.400000,0.997383,0.977300,0.998217,0.976000
35,0.280000,2.160000,0.156667,2.180000,0.997200,0.978400,0.998433,0.978200
36,0.135000,2.010000,0.126667,2.150000,0.998650,0.979900,0.998733,0.978500
37,0.193333,2.050000,0.381667,2.520000,0.998067,0.979500,0.996183,0.974800
38,0.480000,2.310000,0.153333,2.400000,0.995200,0.976900,0.998467,0.976000
39,0.243333,2.450000,0.161667,2.150000,0.997567,0.975500,0.998383,0.978500
40,0.321667,2.410000,0.060000,2.080000,0.996783,0.975900,0.999400,0.979200
41,0.450000,2.330000,0.145000,2.290000,0.995500,0.976700,0.998550,0.977100
42,0.301667,2.540000,0.456667,2.560000,0.996983,0.974600,0.995433,0.974400
43,0.226667,2.150000,0.195000,2.350000,0.997733,0.978500,0.998050,0.976500
44,0.216667,2.130000,0.098333,2.170000,0.997833,0.978700,0.999017,0.978300
45,0.728333,2.840000,0.136667,2.310000,0.992717,0.971600,0.998633,0.976900
46,0.241667,2.070000,0.105000,2.220000,0.997583,0.979300,0.998950,0.977800
47,0.473333,2.670000,0.050000,2.120000,0.995267,0.973300,0.999500,0.978800
48,0.135000,2.080000,0.055000,2.030000,0.998650,0.979200,0.999450,0.979700
49,0.158333,2.220000,0.121667,2.290000,0.998417,0.977800,0.998783,0.977100
50,0.141667,2.020000,0.055000,2.230000,0.998583,0.979800,0.999450,0.977700
51,0.481667,2.400000,0.076667,2.300000,0.995183,0.976000,0.999233,0.977000
52,0.153333,2.170000,0.056667,2.310000,0.998467,0.978300,0.999433,0.976900
53,0.098333,2.060000,0.143333,2.440000,0.999017,0.979400,0.998567,0.975600
54,0.110000,2.050000,0.113333,2.310000,0.998900,0.979500,0.998867,0.976900
55,0.095000,1.950000,0.045000,2.260000,0.999050,0.980500,0.999550,0.977400
56,0.078333,2.120000,0.025000,2.110000,0.999217,0.978800,0.999750,0.978900
57,0.060000,2.060000,0.071667,2.280000,0.999400,0.979400,0.999283,0.977200
58,0.100000,2.090000,0.083333,2.100000,0.999000,0.979100,0.999167,0.979000
59,0.125000,2.090000,0.101667,2.190000,0.998750,0.979100,0.998983,0.978100
60,0.176667,2.180000,0.035000,2.280000,0.998233,0.978200,0.999650,0.977200
