epoch,train_err_bp,test_err_bp,train_err_dfa,test_err_dfa,train_acc_bp,test_acc_bp,train_acc_dfa,test_acc_dfa
1,21.068333,21.020000,14.485000,13.760000,0.789317,0.789800,0.855150,0.862400
2,11.743333,11.560000,8.716667,8.660000,0.882567,0.884400,0.912833,0.913400
3,9.028333,9.120000,6.736667,7.110000,0.909717,0.908800,0.932633,0.928900
4,6.146667,6.860000,4.390000,5.190000,0.938533,0.931400,0.956100,0.948100
5,7.781667,8.260000,3.491667,4.510000,0.922183,0.917400,0.965083,0.954900
6,8.663333,9.470000,4.450000,5.180000,0.913367,0.905300,0.955500,0.948200
7,4.318333,5.280000,2.908333,3.770000,0.956817,0.947200,0.970917,0.962300
8,2.560000,3.720000,5.306667,6.290000,0.974400,0.962800,0.946933,0.937100
9,5.936667,7.180000,1.920000,3.490000,0.940633,0.928200,0.980800,0.965100
10,1.805000,3.060000,3.415000,5.010000,0.981950,0.969400,0.965850,0.949900
11,2.398333,3.870000,0.990000,2.670000,0.976017,0.961300,0.990100,0.973300
12,2.481667,4.160000,0.878333,2.540000,0.975183,0.958400,0.991217,0.974600
13,2.301667,3.870000,0.668333,2.360000,0.976983,0.961300,0.993317,0.976400
14,1.096667,2.870000,1.453333,3.180000,0.989033,0.971300,0.985467,0.968200
15,1.743333,3.310000,1.158333,2.800000,0.982567,0.966900,0.988417,0.972000
16,0.960000,2.750000,0.540000,2.300000,0.990400,0.972500,0.994600,0.977000
17,0.808333,2.700000,0.838333,2.800000,0.991917,0.973000,0.991617,0.972000
18,0.805000,2.760000,0.576667,2.400000,0.991950,0.972400,0.994233,0.976000
19,0.728333,2.480000,0.781667,2.700000,0.992717,0.975200,0.992183,0.973000
20,0.503333,2.490000,0.433333,2.350000,0.994967,0.975100,0.995667,0.976500
21,0.748333,2.600000,0.270000,2.230000,0.992517,0.974000,0.997300,0.977700
22,0.328333,2.330000,0.340000,2.190000,0.996717,0.976700,0.996600,0.978100
23,0.545000,2.470000,0.613333,2.590000,0.994550,0.975300,0.993867,0.974100
24,0.451667,2.470000,0.156667,2.320000,0.995483,0.975300,0.998433,0.976800
25,0.690000,2.880000,0.221667,2.300000,0.993100,0.971200,0.997783,0.977000
26,0.273333,2.320000,0.255000,2.380000,0.997267,0.976800,0.997450,0.976200
27,1.015000,2.970000,0.346667,2.430000,0.989850,0.970300,0.996533,0.975700
28,0.798333,3.240000,0.208333,2.220000,0.992017,0.967600,0.997917,0.977800
29,0.733333,3.000000,0.396667,2.360000,0.992667,0.970000,0.996033,0.976400
30,0.323333,2.280000,0.118333,2.130000,0.996767,0.977200,0.998817,0.978700
31,0.191667,2.520000,0.235000,2.230000,0.998083,0.974800,0.997650,0.977700
32,0.535000,2.550000,0.105000,2.060000,0.994650,0.974500,0.998950,0.979400
33,0.626667,2.830000,0.186667,2.350000,0.993733,0.971700,0.998133,0.976500
34,0.418333,2.410000,0.298333,2.270000,0.995817,0.975900,0.997017,0.977300
35,0.246667,2.450000,0.128333,2.330000,0.997533,0.975500,0.998717,0.976700
36,0.136667,2.160000,0.271667,2.340000,0.998633,0.978400,0.997283,0.976600
37,0.121667,2.310000,0.051667,2.050000,0.998783,0.976900,0.999483,0.979500
38,0.155000,2.070000,0.130000,2.200000,0.998450,0.979300,0.998700,0.978000
39,0.171667,2.450000,0.063333,2.180000,0.998283,0.975500,0.999367,0.978200
40,0.611667,2.560000,0.035000,2.140000,0.993883,0.974400,0.999650,0.978600
41,0.138333,2.390000,0.113333,2.270000,0.998617,0.976100,0.998867,0.977300
42,0.148333,2.250000,0.110000,2.120000,0.998517,0.977500,0.998900,0.978800
43,0.450000,2.570000,0.380000,2.690000,0.995500,0.974300,0.996200,0.973100
44,0.116667,2.300000,0.076667,2.160000,0.998833,0.977000,0.999233,0.978400
45,0.168333,2.220000,0.161667,2.360000,0.998317,0.977800,0.998383,0.976400
46,0.151667,2.410000,0.108333,2.210000,0.998483,0.975900,0.998917,0.977900
47,0.168333,2.430000,0.101667,2.170000,0.998317,0.975700,0.998983,0.978300
48,0.255000,2.620000,0.081667,2.130000,0.997450,0.973800,0.999183,0.978700
49,0.316667,2.380000,0.133333,2.100000,0.996833,0.976200,0.998667,0.979000
50,0.255000,2.470000,0.235000,2.170000,0.997450,0.975300,0.997650,0.978300
51,0.095000,2.140000,0.181667,2.390000,0.999050,0.978600,0.998183,0.976100
52,0.286667,2.350000,0.095000,2.260000,0.997133,0.976500,0.999050,0.977400
53,0.125000,2.090000,0.058333,2.330000,0.998750,0.979100,0.999417,0.976700
54,0.085000,2.130000,0.131667,2.240000,0.999150,0.978700,0.998683,0.977600
55,0.456667,2.720000,0.081667,2.180000,0.995433,0.972800,0.999183,0.978200
56,0.128333,2.300000,0.065000,2.160000,0.998717,0.977000,0.999350,0.978400
57,0.225000,2.450000,0.103333,2.210000,0.997750,0.975500,0.998967,0.977900
58,0.168333,2.360000,0.085000,2.150000,0.998317,0.976400,0.999150,0.978500
59,0.180000,2.430000,0.166667,2.340000,0.998200,0.975700,0.998333,0.976600
60,0.045000,2.170000,0.060000,2.180000,0.999550,0.978300,0.999400,0.978200
