epoch,train_err_bp,test_err_bp,train_err_dfa,test_err_dfa,train_acc_bp,test_acc_bp,train_acc_dfa,test_acc_dfa
1,11.616667,11.030000,15.045000,14.230000,0.883833,0.889700,0.849550,0.857700
2,4.606667,4.780000,7.650000,7.310000,0.953933,0.952200,0.923500,0.926900
3,4.766667,5.890000,6.665000,7.090000,0.952333,0.941100,0.933350,0.929100
4,1.955000,3.070000,4.056667,4.900000,0.980450,0.969300,0.959433,0.951000
5,1.800000,3.000000,3.548333,4.390000,0.982000,0.970000,0.964517,0.956100
6,1.985000,3.170000,3.530000,4.250000,0.980150,0.968300,0.964700,0.957500
7,0.778333,2.470000,3.861667,4.720000,0.992217,0.975300,0.961383,0.952800
8,0.380000,2.050000,1.843333,3.040000,0.996200,0.979500,0.981567,0.969600
9,0.675000,2.330000,2.365000,3.730000,0.993250,0.976700,0.976350,0.962700
10,0.470000,2.150000,2.691667,3.630000,0.995300,0.978500,0.973083,0.963700
11,0.566667,2.430000,1.580000,2.660000,0.994333,0.975700,0.984200,0.973400
12,3.750000,5.570000,0.851667,2.380000,0.962500,0.944300,0.991483,0.976200
13,0.281667,2.350000,0.820000,2.330000,0.997183,0.976500,0.991800,0.976700
14,0.491667,2.700000,1.530000,2.880000,0.995083,0.973000,0.984700,0.971200
15,0.193333,2.050000,2.371667,3.680000,0.998067,0.979500,0.976283,0.963200
16,0.146667,1.880000,0.720000,2.340000,0.998533,0.981200,0.992800,0.976600
17,0.118333,1.800000,0.531667,2.330000,0.998817,0.982000,0.994683,0.976700
18,0.145000,1.810000,1.726667,3.260000,0.998550,0.981900,0.982733,0.967400
19,0.013333,1.630000,0.250000,1.990000,0.999867,0.983700,0.997500,0.980100
20,0.068333,1.730000,0.276667,2.020000,0.999317,0.982700,0.997233,0.979800
21,0.038333,1.880000,0.461667,2.150000,0.999617,0.981200,0.995383,0.978500
22,0.028333,1.820000,1.446667,3.050000,0.999717,0.981800,0.985533,0.969500
23,0.086667,1.870000,1.515000,3.140000,0.999133,0.981300,0.984850,0.968600
24,0.008333,1.630000,0.278333,2.080000,0.999917,0.983700,0.997217,0.979200
25,0.025000,1.730000,0.118333,1.850000,0.999750,0.982700,0.998817,0.981500
26,0.740000,2.390000,0.153333,1.870000,0.992600,0.976100,0.998467,0.981300
27,0.046667,1.780000,0.091667,2.060000,0.999533,0.982200,0.999083,0.979400
28,0.026667,1.690000,3.921667,5.400000,0.999733,0.983100,0.960783,0.946000
29,0.008333,1.640000,0.835000,2.810000,0.999917,0.983600,0.991650,0.971900
30,0.015000,1.890000,0.116667,2.030000,0.999850,0.981100,0.998833,0.979700
31,0.011667,1.760000,1.188333,2.840000,0.999883,0.982400,0.988117,0.971600
32,0.171667,2.070000,0.240000,2.070000,0.998283,0.979300,0.997600,0.979300
33,0.006667,1.720000,0.155000,2.230000,0.999933,0.982800,0.998450,0.977700
34,0.143333,2.040000,0.241667,2.320000,0.998567,0.979600,0.997583,0.976800
35,0.015000,1.700000,0.056667,1.760000,0.999850,0.983000,0.999433,0.982400
36,0.013333,1.850000,0.058333,1.810000,0.999867,0.981500,0.999417,0.981900
37,0.015000,1.880000,0.558333,2.580000,0.999850,0.981200,0.994417,0.974200
38,0.036667,1.740000,0.438333,2.260000,0.999633,0.982600,0.995617,0.977400
39,0.026667,1.740000,0.120000,2.070000,0.999733,0.982600,0.998800,0.979300
40,0.020000,1.810000,0.386667,2.090000,0.999800,0.981900,0.996133,0.979100
41,0.038333,1.730000,0.803333,2.480000,0.999617,0.982700,0.991967,0.975200
42,0.033333,1.940000,0.185000,2.200000,0.999667,0.980600,0.998150,0.978000
43,0.006667,1.750000,1.271667,3.410000,0.999933,0.982500,0.987283,0.965900
44,0.006667,1.680000,0.056667,1.990000,0.999933,0.983200,0.999433,0.980100
45,0.015000,1.840000,0.146667,2.080000,0.999850,0.981600,0.998533,0.979200
46,0.028333,1.750000,0.023333,1.850000,0.999717,0.982500,0.999767,0.981500
47,0.050000,1.830000,0.555000,2.230000,0.999500,0.981700,0.994450,0.977700
48,0.003333,1.760000,0.083333,1.940000,0.999967,0.982400,0.999167,0.980600
49,0.015000,1.800000,0.030000,1.790000,0.999850,0.982000,0.999700,0.982100
50,0.025000,1.730000,0.295000,2.180000,0.999750,0.982700,0.997050,0.978200
51,0.005000,1.720000,0.188333,2.270000,0.999950,0.982800,0.998117,0.977300
52,0.003333,1.620000,0.053333,1.840000,0.999967,0.983800,0.999467,0.981600
53,0.030000,1.690000,0.033333,1.950000,0.999700,0.983100,0.999667,0.980500
54,0.001667,1.780000,0.036667,1.780000,0.999983,0.982200,0.999633,0.982200
55,0.005000,1.890000,0.045000,1.800000,0.999950,0.981100,0.999550,0.982000
56,0.028333,1.850000,0.053333,2.060000,0.999717,0.981500,0.999467,0.979400
57,0.003333,1.680000,0.010000,1.620000,0.999967,0.983200,0.999900,0.983800
58,0.008333,1.680000,0.063333,2.030000,0.999917,0.983200,0.999367,0.979700
59,0.000000,1.670000,0.020000,1.790000,1.000000,0.983300,0.999800,0.982100
60,0.028333,1.950000,0.150000,1.810000,0.999717,0.980500,0.998500,0.981900
