epoch,train_err_bp,test_err_bp,train_err_dfa,test_err_dfa,train_acc_bp,test_acc_bp,train_acc_dfa,test_acc_dfa
1,10.200000,9.460000,20.933333,20.350000,0.898000,0.905400,0.790667,0.796500
2,5.190000,5.440000,7.291667,7.230000,0.948100,0.945600,0.927083,0.927700
3,3.781667,4.470000,5.751667,6.080000,0.962183,0.955300,0.942483,0.939200
4,2.646667,3.670000,4.035000,4.800000,0.973533,0.963300,0.959650,0.952000
5,2.146667,3.370000,4.260000,5.140000,0.978533,0.966300,0.957400,0.948600
6,1.290000,2.500000,2.953333,3.950000,0.987100,0.975000,0.970467,0.960500
7,0.855000,2.470000,3.353333,4.140000,0.991450,0.975300,0.966467,0.958600
8,0.581667,2.370000,3.886667,4.680000,0.994183,0.976300,0.961133,0.953200
9,0.385000,2.040000,1.978333,3.360000,0.996150,0.979600,0.980217,0.966400
10,0.303333,1.850000,3.100000,4.290000,0.996967,0.981500,0.969000,0.957100
11,0.155000,1.940000,0.775000,2.260000,0.998450,0.980600,0.992250,0.977400
12,0.098333,1.830000,0.760000,2.230000,0.999017,0.981700,0.992400,0.977700
13,0.106667,1.920000,0.721667,2.170000,0.998933,0.980800,0.992783,0.978300
14,0.033333,1.670000,0.426667,2.080000,0.999667,0.983300,0.995733,0.979200
15,0.048333,1.720000,2.285000,4.050000,0.999517,0.982800,0.977150,0.959500
16,0.011667,1.740000,0.625000,2.390000,0.999883,0.982600,0.993750,0.976100
17,0.043333,1.780000,0.346667,2.140000,0.999567,0.982200,0.996533,0.978600
18,0.181667,2.100000,0.181667,1.980000,0.998183,0.979000,0.998183,0.980200
19,0.010000,1.720000,0.881667,2.690000,0.999900,0.982800,0.991183,0.973100
20,0.011667,1.620000,0.271667,1.950000,0.999883,0.983800,0.997283,0.980500
21,0.013333,1.820000,0.661667,2.340000,0.999867,0.981800,0.993383,0.976600
22,0.035000,1.730000,0.405000,2.220000,0.999650,0.982700,0.995950,0.977800
23,0.090000,1.840000,0.386667,2.180000,0.999100,0.981600,0.996133,0.978200
24,0.041667,1.800000,0.315000,2.270000,0.999583,0.982000,0.996850,0.977300
25,0.003333,1.600000,0.503333,2.280000,0.999967,0.984000,0.994967,0.977200
26,0.005000,1.710000,1.193333,3.050000,0.999950,0.982900,0.988067,0.969500
27,0.018333,1.760000,0.226667,2.320000,0.999817,0.982400,0.997733,0.976800
28,0.001667,1.690000,0.085000,1.910000,0.999983,0.983100,0.999150,0.980900
29,0.576667,2.650000,0.045000,1.830000,0.994233,0.973500,0.999550,0.981700
30,0.011667,1.620000,0.063333,1.880000,0.999883,0.983800,0.999367,0.981200
31,0.003333,1.660000,1.318333,3.340000,0.999967,0.983400,0.986817,0.966600
32,0.003333,1.730000,0.098333,1.940000,0.999967,0.982700,0.999017,0.980600
33,0.008333,1.740000,0.673333,2.660000,0.999917,0.982600,0.993267,0.973400
34,0.008333,1.730000,0.013333,1.920000,0.999917,0.982700,0.999867,0.980800
35,0.005000,1.740000,0.090000,2.000000,0.999950,0.982600,0.999100,0.980000
36,0.008333,1.770000,0.011667,1.880000,0.999917,0.982300,0.999883,0.981200
37,0.013333,1.830000,0.016667,1.980000,0.999867,0.981700,0.999833,0.980200
38,0.000000,1.680000,0.046667,2.020000,1.000000,0.983200,0.999533,0.979800
39,0.003333,1.750000,0.028333,1.840000,0.999967,0.982500,0.999717,0.981600
40,0.065000,1.960000,0.015000,1.860000,0.999350,0.980400,0.999850,0.981400
41,0.000000,1.610000,0.205000,2.280000,1.000000,0.983900,0.997950,0.977200
42,0.015000,1.490000,0.023333,1.860000,0.999850,0.985100,0.999767,0.981400
43,0.003333,1.650000,0.028333,1.740000,0.999967,0.983500,0.999717,0.982600
44,0.003333,1.610000,0.026667,1.820000,0.999967,0.983900,0.999733,0.981800
45,0.013333,1.740000,0.211667,1.910000,0.999867,0.982600,0.997883,0.980900
46,0.003333,1.750000,0.180000,1.960000,0.999967,0.982500,0.998200,0.980400
47,0.003333,1.660000,0.020000,1.810000,0.999967,0.983400,0.999800,0.981900
48,0.006667,1.670000,0.071667,1.960000,0.999933,0.983300,0.999283,0.980400
49,0.043333,1.780000,0.015000,1.750000,0.999567,0.982200,0.999850,0.982500
50,0.005000,1.760000,0.198333,2.010000,0.999950,0.982400,0.998017,0.979900
51,0.001667,1.640000,0.198333,2.090000,0.999983,0.983600,0.998017,0.979100
52,0.000000,1.710000,0.060000,1.870000,1.000000,0.982900,0.999400,0.981300
53,0.015000,1.840000,0.008333,1.750000,0.999850,0.981600,0.999917,0.982500
54,0.010000,1.840000,0.011667,1.640000,0.999900,0.981600,0.999883,0.983600
55,0.001667,1.590000,0.028333,1.680000,0.999983,0.984100,0.999717,0.983200
56,0.018333,1.730000,0.003333,1.670000,0.999817,0.982700,0.999967,0.983300
57,0.000000,1.660000,0.016667,1.820000,1.000000,0.983400,0.999833,0.981800
58,0.030000,1.740000,0.030000,1.810000,0.999700,0.982600,0.999700,0.981900
59,0.045000,1.780000,0.068333,1.990000,0.999550,0.982200,0.999317,0.980100
60,0.003333,1.690000,0.028333,1.960000,0.999967,0.983100,0.999717,0.980400
