epoch,train_err_bp,test_err_bp,train_err_dfa,test_err_dfa,train_acc_bp,test_acc_bp,train_acc_dfa,test_acc_dfa
1,13.980000,14.290000,20.368333,19.870000,0.860200,0.857100,0.796317,0.801300
2,10.118333,10.970000,14.280000,14.290000,0.898817,0.890300,0.857200,0.857100
3,2.755000,3.660000,6.228333,6.970000,0.972450,0.963400,0.937717,0.930300
4,2.541667,3.630000,4.166667,5.040000,0.974583,0.963700,0.958333,0.949600
5,1.818333,3.220000,2.965000,3.630000,0.981817,0.967800,0.970350,0.963700
6,1.710000,3.320000,3.375000,4.120000,0.982900,0.966800,0.966250,0.958800
7,3.026667,4.710000,2.500000,3.330000,0.969733,0.952900,0.975000,0.966700
8,1.471667,3.430000,1.988333,3.050000,0.985283,0.965700,0.980117,0.969500
9,0.363333,2.030000,2.483333,3.630000,0.996367,0.979700,0.975167,0.963700
10,0.868333,2.740000,1.545000,3.160000,0.991317,0.972600,0.984550,0.968400
11,0.108333,1.890000,2.120000,3.320000,0.998917,0.981100,0.978800,0.966800
12,0.340000,2.160000,4.838333,6.420000,0.996600,0.978400,0.951617,0.935800
13,0.395000,2.090000,1.646667,2.950000,0.996050,0.979100,0.983533,0.970500
14,0.126667,1.870000,0.781667,2.200000,0.998733,0.981300,0.992183,0.978000
15,0.553333,2.450000,2.870000,4.470000,0.994467,0.975500,0.971300,0.955300
16,0.038333,1.740000,0.510000,2.140000,0.999617,0.982600,0.994900,0.978600
17,0.046667,1.980000,0.638333,2.390000,0.999533,0.980200,0.993617,0.976100
18,0.088333,1.930000,0.346667,2.020000,0.999117,0.980700,0.996533,0.979800
19,0.021667,1.910000,0.355000,2.060000,0.999783,0.980900,0.996450,0.979400
20,0.038333,1.970000,0.286667,2.060000,0.999617,0.980300,0.997133,0.979400
21,0.065000,1.840000,0.321667,2.070000,0.999350,0.981600,0.996783,0.979300
22,0.323333,2.320000,0.256667,2.010000,0.996767,0.976800,0.997433,0.979900
23,0.016667,1.830000,0.226667,1.960000,0.999833,0.981700,0.997733,0.980400
24,0.035000,1.940000,0.165000,1.870000,0.999650,0.980600,0.998350,0.981300
25,0.023333,1.680000,1.956667,3.890000,0.999767,0.983200,0.980433,0.961100
26,0.561667,2.570000,1.190000,3.330000,0.994383,0.974300,0.988100,0.966700
27,0.023333,1.890000,0.080000,1.790000,0.999767,0.981100,0.999200,0.982100
28,0.016667,1.820000,0.498333,2.440000,0.999833,0.981800,0.995017,0.975600
29,0.005000,1.800000,0.485000,2.260000,0.999950,0.982000,0.995150,0.977400
30,0.015000,1.770000,1.311667,3.250000,0.999850,0.982300,0.986883,0.967500
31,0.113333,1.830000,0.045000,1.850000,0.998867,0.981700,0.999550,0.981500
32,0.003333,1.830000,0.118333,2.060000,0.999967,0.981700,0.998817,0.979400
33,0.286667,2.320000,0.235000,2.020000,0.997133,0.976800,0.997650,0.979800
34,0.015000,1.920000,0.235000,2.100000,0.999850,0.980800,0.997650,0.979000
35,0.140000,2.190000,0.058333,1.920000,0.998600,0.978100,0.999417,0.980800
36,0.006667,1.830000,0.046667,1.880000,0.999933,0.981700,0.999533,0.981200
37,0.068333,1.930000,0.126667,2.000000,0.999317,0.980700,0.998733,0.980000
38,0.008333,1.780000,0.733333,2.640000,0.999917,0.982200,0.992667,0.973600
39,0.023333,2.070000,0.116667,1.980000,0.999767,0.979300,0.998833,0.980200
40,0.015000,1.810000,0.148333,2.050000,0.999850,0.981900,0.998517,0.979500
41,0.001667,1.760000,0.013333,1.780000,0.999983,0.982400,0.999867,0.982200
42,0.026667,1.730000,0.308333,2.470000,0.999733,0.982700,0.996917,0.975300
43,0.005000,1.760000,0.355000,2.200000,0.999950,0.982400,0.996450,0.978000
44,0.043333,1.830000,0.166667,2.030000,0.999567,0.981700,0.998333,0.979700
45,0.018333,1.800000,0.145000,2.020000,0.999817,0.982000,0.998550,0.979800
46,0.221667,2.070000,0.028333,1.750000,0.997783,0.979300,0.999717,0.982500
47,0.020000,1.790000,0.060000,1.920000,0.999800,0.982100,0.999400,0.980800
48,0.016667,1.820000,0.035000,1.750000,0.999833,0.981800,0.999650,0.982500
49,0.103333,2.160000,0.103333,2.130000,0.998967,0.978400,0.998967,0.978700
50,0.005000,1.890000,0.015000,1.650000,0.999950,0.981100,0.999850,0.983500
51,0.006667,1.780000,0.058333,2.070000,0.999933,0.982200,0.999417,0.979300
52,0.033333,1.940000,0.048333,1.900000,0.999667,0.980600,0.999517,0.981000
53,0.025000,1.830000,0.060000,2.000000,0.999750,0.981700,0.999400,0.980000
54,0.011667,1.770000,0.105000,1.820000,0.999883,0.982300,0.998950,0.981800
55,0.020000,1.840000,0.040000,1.910000,0.999800,0.981600,0.999600,0.980900
56,0.006667,1.750000,0.021667,1.690000,0.999933,0.982500,0.999783,0.983100
57,0.041667,1.870000,0.035000,1.690000,0.999583,0.981300,0.999650,0.983100
58,0.001667,1.800000,0.006667,1.720000,0.999983,0.982000,0.999933,0.982800
59,0.010000,1.920000,0.010000,1.790000,0.999900,0.980800,0.999900,0.982100
60,0.001667,1.820000,0.021667,1.840000,0.999983,0.981800,0.999783,0.981600
