epoch,train_err_bp,test_err_bp,train_err_dfa,test_err_dfa,train_acc_bp,test_acc_bp,train_acc_dfa,test_acc_dfa
1,11.173333,10.750000,18.201667,17.910000,0.888267,0.892500,0.817983,0.820900
2,5.460000,5.760000,6.693333,6.750000,0.945400,0.942400,0.933067,0.932500
3,4.216667,4.650000,6.206667,6.550000,0.957833,0.953500,0.937933,0.934500
4,2.741667,3.580000,3.645000,4.420000,0.972583,0.964200,0.963550,0.955800
5,7.670000,8.470000,3.560000,4.430000,0.923300,0.915300,0.964400,0.955700
6,3.828333,4.630000,2.810000,3.580000,0.961717,0.953700,0.971900,0.964200
7,2.008333,3.220000,3.248333,4.270000,0.979917,0.967800,0.967517,0.957300
8,1.313333,2.640000,1.976667,3.290000,0.986867,0.973600,0.980233,0.967100
9,1.380000,2.820000,2.753333,3.990000,0.986200,0.971800,0.972467,0.960100
10,0.843333,2.310000,2.058333,3.410000,0.991567,0.976900,0.979417,0.965900
11,0.858333,2.750000,1.823333,3.190000,0.991417,0.972500,0.981767,0.968100
12,0.485000,2.230000,0.860000,2.370000,0.995150,0.977700,0.991400,0.976300
13,3.350000,5.210000,0.871667,2.620000,0.966500,0.947900,0.991283,0.973800
14,1.166667,3.020000,1.613333,3.380000,0.988333,0.969800,0.983867,0.966200
15,0.443333,2.310000,1.073333,2.870000,0.995567,0.976900,0.989267,0.971300
16,0.316667,2.400000,0.323333,2.240000,0.996833,0.976000,0.996767,0.977600
17,1.068333,2.960000,1.041667,2.950000,0.989317,0.970400,0.989583,0.970500
18,0.190000,2.320000,0.270000,2.360000,0.998100,0.976800,0.997300,0.976400
19,0.201667,2.150000,0.301667,2.260000,0.997983,0.978500,0.996983,0.977400
20,0.380000,2.260000,0.543333,2.460000,0.996200,0.977400,0.994567,0.975400
21,0.713333,2.770000,0.210000,2.290000,0.992867,0.972300,0.997900,0.977100
22,0.253333,2.260000,0.258333,2.270000,0.997467,0.977400,0.997417,0.977300
23,0.123333,2.080000,0.280000,2.250000,0.998767,0.979200,0.997200,0.977500
24,0.321667,2.300000,0.110000,2.160000,0.996783,0.977000,0.998900,0.978400
25,0.160000,2.110000,0.075000,2.050000,0.998400,0.978900,0.999250,0.979500
26,0.043333,2.190000,0.268333,2.310000,0.999567,0.978100,0.997317,0.976900
27,0.078333,2.170000,0.361667,2.390000,0.999217,0.978300,0.996383,0.976100
28,0.506667,2.740000,0.516667,2.340000,0.994933,0.972600,0.994833,0.976600
29,0.286667,2.240000,0.310000,2.490000,0.997133,0.977600,0.996900,0.975100
30,0.086667,1.950000,0.211667,2.300000,0.999133,0.980500,0.997883,0.977000
31,0.061667,1.940000,0.508333,2.500000,0.999383,0.980600,0.994917,0.975000
32,0.065000,2.060000,0.283333,2.360000,0.999350,0.979400,0.997167,0.976400
33,0.201667,2.290000,0.091667,2.190000,0.997983,0.977100,0.999083,0.978100
34,0.058333,2.080000,0.330000,2.400000,0.999417,0.979200,0.996700,0.976000
35,0.056667,2.010000,0.143333,2.320000,0.999433,0.979900,0.998567,0.976800
36,0.068333,2.070000,0.056667,2.170000,0.999317,0.979300,0.999433,0.978300
37,0.050000,1.910000,0.053333,2.190000,0.999500,0.980900,0.999467,0.978100
38,0.151667,2.220000,0.110000,2.080000,0.998483,0.977800,0.998900,0.979200
39,0.141667,2.420000,0.150000,2.270000,0.998583,0.975800,0.998500,0.977300
40,0.023333,1.920000,0.065000,2.160000,0.999767,0.980800,0.999350,0.978400
41,0.120000,2.140000,0.263333,2.270000,0.998800,0.978600,0.997367,0.977300
42,0.091667,2.250000,0.198333,2.360000,0.999083,0.977500,0.998017,0.976400
43,0.121667,2.290000,0.051667,2.060000,0.998783,0.977100,0.999483,0.979400
44,0.118333,2.150000,0.068333,2.080000,0.998817,0.978500,0.999317,0.979200
45,0.100000,2.200000,0.053333,2.290000,0.999000,0.978000,0.999467,0.977100
46,0.175000,2.420000,0.060000,2.270000,0.998250,0.975800,0.999400,0.977300
47,0.053333,1.910000,0.031667,2.110000,0.999467,0.980900,0.999683,0.978900
48,0.071667,2.080000,0.073333,2.050000,0.999283,0.979200,0.999267,0.979500
49,0.160000,2.110000,0.146667,2.360000,0.998400,0.978900,0.998533,0.976400
50,0.088333,2.080000,0.051667,2.180000,0.999117,0.979200,0.999483,0.978200
51,0.026667,2.190000,0.166667,2.210000,0.999733,0.978100,0.998333,0.977900
52,0.466667,2.810000,0.113333,2.240000,0.995333,0.971900,0.998867,0.977600
53,0.056667,2.030000,0.026667,2.140000,0.999433,0.979700,0.999733,0.978600
54,0.018333,2.110000,0.038333,2.100000,0.999817,0.978900,0.999617,0.979000
55,0.211667,2.350000,0.368333,2.650000,0.997883,0.976500,0.996317,0.973500
56,0.015000,2.020000,0.133333,2.380000,0.999850,0.979800,0.998667,0.976200
57,0.036667,2.170000,0.125000,2.280000,0.999633,0.978300,0.998750,0.977200
58,0.063333,2.250000,0.143333,2.450000,0.999367,0.977500,0.998567,0.975500
59,0.018333,2.120000,0.031667,2.190000,0.999817,0.978800,0.999683,0.978100
60,0.090000,2.270000,0.028333,2.210000,0.999100,0.977300,0.999717,0.977900
